COM,REG,REG_LIBELLE,DEP,DEP_LIBELLE,TNCC,NCC,NCCENR,LIBELLE
80435,32,Hauts-de-France,80,Somme,1,HESBECOURT,Hesbécourt,Hesbécourt
80436,32,Hauts-de-France,80,Somme,0,HESCAMPS,Hescamps,Hescamps
80437,32,Hauts-de-France,80,Somme,1,HEUCOURT CROQUOISON,Heucourt-Croquoison,Heucourt-Croquoison
80438,32,Hauts-de-France,80,Somme,1,HEUDICOURT,Heudicourt,Heudicourt
80439,32,Hauts-de-France,80,Somme,1,HEUZECOURT,Heuzecourt,Heuzecourt
80440,32,Hauts-de-France,80,Somme,0,HIERMONT,Hiermont,Hiermont
80442,32,Hauts-de-France,80,Somme,1,HOMBLEUX,Hombleux,Hombleux
80443,32,Hauts-de-France,80,Somme,0,HORNOY LE BOURG,Hornoy-le-Bourg,Hornoy-le-Bourg
80444,32,Hauts-de-France,80,Somme,1,HUCHENNEVILLE,Huchenneville,Huchenneville
80445,32,Hauts-de-France,80,Somme,1,HUMBERCOURT,Humbercourt,Humbercourt
80446,32,Hauts-de-France,80,Somme,1,HUPPY,Huppy,Huppy
80449,32,Hauts-de-France,80,Somme,1,IGNAUCOURT,Ignaucourt,Ignaucourt
80450,32,Hauts-de-France,80,Somme,1,INVAL BOIRON,Inval-Boiron,Inval-Boiron
80451,32,Hauts-de-France,80,Somme,1,IRLES,Irles,Irles
80452,32,Hauts-de-France,80,Somme,0,JUMEL,Jumel,Jumel
80453,32,Hauts-de-France,80,Somme,0,LABOISSIERE EN SANTERRE,Laboissière-en-Santerre,Laboissière-en-Santerre
80455,32,Hauts-de-France,80,Somme,0,LACHAPELLE,Lachapelle,Lachapelle
80456,32,Hauts-de-France,80,Somme,0,LAFRESGUIMONT SAINT MARTIN,Lafresguimont-Saint-Martin,Lafresguimont-Saint-Martin
80458,32,Hauts-de-France,80,Somme,0,LAHOUSSOYE,Lahoussoye,Lahoussoye
80459,32,Hauts-de-France,80,Somme,0,LALEU,Laleu,Laleu
80460,32,Hauts-de-France,80,Somme,0,LAMARONDE,Lamaronde,Lamaronde
80461,32,Hauts-de-France,80,Somme,0,LAMOTTE BREBIERE,Lamotte-Brebière,Lamotte-Brebière
80462,32,Hauts-de-France,80,Somme,0,LAMOTTE BULEUX,Lamotte-Buleux,Lamotte-Buleux
80463,32,Hauts-de-France,80,Somme,0,LAMOTTE WARFUSEE,Lamotte-Warfusée,Lamotte-Warfusée
80464,32,Hauts-de-France,80,Somme,0,LANCHERES,Lanchères,Lanchères
80465,32,Hauts-de-France,80,Somme,0,LANGUEVOISIN QUIQUERY,Languevoisin-Quiquery,Languevoisin-Quiquery
80466,32,Hauts-de-France,80,Somme,0,LANCHES SAINT HILAIRE,Lanches-Saint-Hilaire,Lanches-Saint-Hilaire
80467,32,Hauts-de-France,80,Somme,0,LAUCOURT,Laucourt,Laucourt
80468,32,Hauts-de-France,80,Somme,0,LAVIEVILLE,Laviéville,Laviéville
80469,32,Hauts-de-France,80,Somme,0,LAWARDE MAUGER L HORTOY,Lawarde-Mauger-l'Hortoy,Lawarde-Mauger-l'Hortoy
80470,32,Hauts-de-France,80,Somme,0,LEALVILLERS,Léalvillers,Léalvillers
80472,32,Hauts-de-France,80,Somme,0,LESBOEUFS,Lesbœufs,Lesbœufs
80473,32,Hauts-de-France,80,Somme,0,LIANCOURT FOSSE,Liancourt-Fosse,Liancourt-Fosse
80474,32,Hauts-de-France,80,Somme,0,LICOURT,Licourt,Licourt
80475,32,Hauts-de-France,80,Somme,0,LIERAMONT,Liéramont,Liéramont
80476,32,Hauts-de-France,80,Somme,0,LIERCOURT,Liercourt,Liercourt
80477,32,Hauts-de-France,80,Somme,0,LIGESCOURT,Ligescourt,Ligescourt
80478,32,Hauts-de-France,80,Somme,0,LIGNIERES,Lignières,Lignières
80479,32,Hauts-de-France,80,Somme,0,LIGNIERES CHATELAIN,Lignières-Châtelain,Lignières-Châtelain
80480,32,Hauts-de-France,80,Somme,0,LIGNIERES EN VIMEU,Lignières-en-Vimeu,Lignières-en-Vimeu
80481,32,Hauts-de-France,80,Somme,0,LIHONS,Lihons,Lihons
80482,32,Hauts-de-France,80,Somme,0,LIMEUX,Limeux,Limeux
80484,32,Hauts-de-France,80,Somme,0,LIOMER,Liomer,Liomer
80485,32,Hauts-de-France,80,Somme,1,O DE SELLE,Ô-de-Selle,Ô-de-Selle
80486,32,Hauts-de-France,80,Somme,0,LONG,Long,Long
80487,32,Hauts-de-France,80,Somme,0,LONGAVESNES,Longavesnes,Longavesnes
80488,32,Hauts-de-France,80,Somme,0,LONGPRE LES CORPS SAINTS,Longpré-les-Corps-Saints,Longpré-les-Corps-Saints
80489,32,Hauts-de-France,80,Somme,0,LONGUEAU,Longueau,Longueau
80490,32,Hauts-de-France,80,Somme,0,LONGUEVAL,Longueval,Longueval
80491,32,Hauts-de-France,80,Somme,0,LONGUEVILLETTE,Longuevillette,Longuevillette
80493,32,Hauts-de-France,80,Somme,0,LOUVENCOURT,Louvencourt,Louvencourt
80494,32,Hauts-de-France,80,Somme,0,LOUVRECHY,Louvrechy,Louvrechy
80495,32,Hauts-de-France,80,Somme,0,LUCHEUX,Lucheux,Lucheux
80496,32,Hauts-de-France,80,Somme,0,MACHIEL,Machiel,Machiel
80497,32,Hauts-de-France,80,Somme,0,MACHY,Machy,Machy
80498,32,Hauts-de-France,80,Somme,0,MAILLY MAILLET,Mailly-Maillet,Mailly-Maillet
80499,32,Hauts-de-France,80,Somme,0,MAILLY RAINEVAL,Mailly-Raineval,Mailly-Raineval
80500,32,Hauts-de-France,80,Somme,0,MAISNIERES,Maisnières,Maisnières
80501,32,Hauts-de-France,80,Somme,0,MAISON PONTHIEU,Maison-Ponthieu,Maison-Ponthieu
80502,32,Hauts-de-France,80,Somme,0,MAISON ROLAND,Maison-Roland,Maison-Roland
80503,32,Hauts-de-France,80,Somme,0,MAIZICOURT,Maizicourt,Maizicourt
80504,32,Hauts-de-France,80,Somme,0,MALPART,Malpart,Malpart
80505,32,Hauts-de-France,80,Somme,0,CARNOY MAMETZ,Carnoy-Mametz,Carnoy-Mametz
80507,32,Hauts-de-France,80,Somme,0,MARCELCAVE,Marcelcave,Marcelcave
80508,32,Hauts-de-France,80,Somme,0,MARCHE ALLOUARDE,Marché-Allouarde,Marché-Allouarde
80509,32,Hauts-de-France,80,Somme,0,MARCHELEPOT MISERY,Marchélepot-Misery,Marchélepot-Misery
80511,32,Hauts-de-France,80,Somme,0,MARESTMONTIERS,Marestmontiers,Marestmontiers
80512,32,Hauts-de-France,80,Somme,0,MAREUIL CAUBERT,Mareuil-Caubert,Mareuil-Caubert
80513,32,Hauts-de-France,80,Somme,0,MARICOURT,Maricourt,Maricourt
80514,32,Hauts-de-France,80,Somme,0,MARIEUX,Marieux,Marieux
80515,32,Hauts-de-France,80,Somme,0,MARLERS,Marlers,Marlers
80516,32,Hauts-de-France,80,Somme,0,MARQUAIX,Marquaix,Marquaix
80517,32,Hauts-de-France,80,Somme,0,MARQUIVILLERS,Marquivillers,Marquivillers
80518,32,Hauts-de-France,80,Somme,0,MARTAINNEVILLE,Martainneville,Martainneville
80519,32,Hauts-de-France,80,Somme,0,MATIGNY,Matigny,Matigny
80520,32,Hauts-de-France,80,Somme,0,MAUCOURT,Maucourt,Maucourt
80521,32,Hauts-de-France,80,Somme,0,MAUREPAS,Maurepas,Maurepas
80522,32,Hauts-de-France,80,Somme,2,MAZIS,Mazis,Le Mazis
80523,32,Hauts-de-France,80,Somme,0,MEAULTE,Méaulte,Méaulte
80524,32,Hauts-de-France,80,Somme,0,MEHARICOURT,Méharicourt,Méharicourt
80525,32,Hauts-de-France,80,Somme,0,MEIGNEUX,Meigneux,Meigneux
80526,32,Hauts-de-France,80,Somme,2,MEILLARD,Meillard,Le Meillard
80527,32,Hauts-de-France,80,Somme,0,MENESLIES,Méneslies,Méneslies
80528,32,Hauts-de-France,80,Somme,0,MEREAUCOURT,Méréaucourt,Méréaucourt
80529,32,Hauts-de-France,80,Somme,0,MERELESSART,Mérélessart,Mérélessart
80530,32,Hauts-de-France,80,Somme,0,MERICOURT L ABBE,Méricourt-l'Abbé,Méricourt-l'Abbé
80531,32,Hauts-de-France,80,Somme,0,MERICOURT EN VIMEU,Méricourt-en-Vimeu,Méricourt-en-Vimeu
80533,32,Hauts-de-France,80,Somme,0,MERS LES BAINS,Mers-les-Bains,Mers-les-Bains
80535,32,Hauts-de-France,80,Somme,2,MESGE,Mesge,Le Mesge
80536,32,Hauts-de-France,80,Somme,0,MESNIL BRUNTEL,Mesnil-Bruntel,Mesnil-Bruntel
80537,32,Hauts-de-France,80,Somme,0,MESNIL DOMQUEUR,Mesnil-Domqueur,Mesnil-Domqueur
80538,32,Hauts-de-France,80,Somme,0,MESNIL EN ARROUAISE,Mesnil-en-Arrouaise,Mesnil-en-Arrouaise
80540,32,Hauts-de-France,80,Somme,0,MESNIL MARTINSART,Mesnil-Martinsart,Mesnil-Martinsart
80541,32,Hauts-de-France,80,Somme,0,MESNIL SAINT GEORGES,Mesnil-Saint-Georges,Mesnil-Saint-Georges
80542,32,Hauts-de-France,80,Somme,0,MESNIL SAINT NICAISE,Mesnil-Saint-Nicaise,Mesnil-Saint-Nicaise
80543,32,Hauts-de-France,80,Somme,0,METIGNY,Métigny,Métigny
80544,32,Hauts-de-France,80,Somme,0,MEZEROLLES,Mézerolles,Mézerolles
80545,32,Hauts-de-France,80,Somme,0,MEZIERES EN SANTERRE,Mézières-en-Santerre,Mézières-en-Santerre
80546,32,Hauts-de-France,80,Somme,0,MIANNAY,Miannay,Miannay
80547,32,Hauts-de-France,80,Somme,0,MILLENCOURT,Millencourt,Millencourt
80548,32,Hauts-de-France,80,Somme,0,MILLENCOURT EN PONTHIEU,Millencourt-en-Ponthieu,Millencourt-en-Ponthieu
80549,32,Hauts-de-France,80,Somme,0,MIRAUMONT,Miraumont,Miraumont
80550,32,Hauts-de-France,80,Somme,0,MIRVAUX,Mirvaux,Mirvaux
80552,32,Hauts-de-France,80,Somme,0,MOISLAINS,Moislains,Moislains
80553,32,Hauts-de-France,80,Somme,0,MOLLIENS AU BOIS,Molliens-au-Bois,Molliens-au-Bois
80554,32,Hauts-de-France,80,Somme,0,MOLLIENS DREUIL,Molliens-Dreuil,Molliens-Dreuil
80555,32,Hauts-de-France,80,Somme,0,MONCHY LAGACHE,Monchy-Lagache,Monchy-Lagache
80556,32,Hauts-de-France,80,Somme,0,MONS BOUBERT,Mons-Boubert,Mons-Boubert
80557,32,Hauts-de-France,80,Somme,1,ESTREES MONS,Estrées-Mons,Estrées-Mons
80558,32,Hauts-de-France,80,Somme,0,MONSURES,Monsures,Monsures
80559,32,Hauts-de-France,80,Somme,0,MONTAGNE FAYEL,Montagne-Fayel,Montagne-Fayel
80560,32,Hauts-de-France,80,Somme,0,MONTAUBAN DE PICARDIE,Montauban-de-Picardie,Montauban-de-Picardie
80561,32,Hauts-de-France,80,Somme,0,MONTDIDIER,Montdidier,Montdidier
80562,32,Hauts-de-France,80,Somme,0,MONTIGNY SUR L HALLUE,Montigny-sur-l'Hallue,Montigny-sur-l'Hallue
80563,32,Hauts-de-France,80,Somme,0,MONTIGNY LES JONGLEURS,Montigny-les-Jongleurs,Montigny-les-Jongleurs
80565,32,Hauts-de-France,80,Somme,0,MONTONVILLERS,Montonvillers,Montonvillers
80566,32,Hauts-de-France,80,Somme,0,FIEFFES MONTRELET,Fieffes-Montrelet,Fieffes-Montrelet
80568,32,Hauts-de-France,80,Somme,0,MORCHAIN,Morchain,Morchain
80569,32,Hauts-de-France,80,Somme,0,MORCOURT,Morcourt,Morcourt
80570,32,Hauts-de-France,80,Somme,0,MOREUIL,Moreuil,Moreuil
80571,32,Hauts-de-France,80,Somme,0,MORISEL,Morisel,Morisel
80572,32,Hauts-de-France,80,Somme,0,MORLANCOURT,Morlancourt,Morlancourt
80573,32,Hauts-de-France,80,Somme,0,MORVILLERS SAINT SATURNIN,Morvillers-Saint-Saturnin,Morvillers-Saint-Saturnin
80574,32,Hauts-de-France,80,Somme,0,MOUFLERS,Mouflers,Mouflers
80575,32,Hauts-de-France,80,Somme,0,MOUFLIERES,Mouflières,Mouflières
80576,32,Hauts-de-France,80,Somme,0,MOYENCOURT,Moyencourt,Moyencourt
80577,32,Hauts-de-France,80,Somme,0,MOYENCOURT LES POIX,Moyencourt-lès-Poix,Moyencourt-lès-Poix
80578,32,Hauts-de-France,80,Somme,0,MOYENNEVILLE,Moyenneville,Moyenneville
80579,32,Hauts-de-France,80,Somme,0,MUILLE VILLETTE,Muille-Villette,Muille-Villette
80580,32,Hauts-de-France,80,Somme,0,NAMPONT,Nampont,Nampont
80582,32,Hauts-de-France,80,Somme,0,NAMPS MAISNIL,Namps-Maisnil,Namps-Maisnil
80583,32,Hauts-de-France,80,Somme,0,NAMPTY,Nampty,Nampty
80584,32,Hauts-de-France,80,Somme,0,NAOURS,Naours,Naours
80585,32,Hauts-de-France,80,Somme,0,NESLE,Nesle,Nesle
80586,32,Hauts-de-France,80,Somme,0,NESLE L HOPITAL,Nesle-l'Hôpital,Nesle-l'Hôpital
80587,32,Hauts-de-France,80,Somme,0,NESLETTE,Neslette,Neslette
80588,32,Hauts-de-France,80,Somme,0,NEUFMOULIN,Neufmoulin,Neufmoulin
80589,32,Hauts-de-France,80,Somme,0,NEUILLY LE DIEN,Neuilly-le-Dien,Neuilly-le-Dien
80590,32,Hauts-de-France,80,Somme,0,NEUILLY L HOPITAL,Neuilly-l'Hôpital,Neuilly-l'Hôpital
80591,32,Hauts-de-France,80,Somme,0,NEUVILLE AU BOIS,Neuville-au-Bois,Neuville-au-Bois
80592,32,Hauts-de-France,80,Somme,0,NEUVILLE COPPEGUEULE,Neuville-Coppegueule,Neuville-Coppegueule
80593,32,Hauts-de-France,80,Somme,3,NEUVILLE LES BRAY,Neuville-lès-Bray,La Neuville-lès-Bray
80595,32,Hauts-de-France,80,Somme,3,NEUVILLE SIRE BERNARD,Neuville-Sire-Bernard,La Neuville-Sire-Bernard
80596,32,Hauts-de-France,80,Somme,0,NEUVILLETTE,Neuvillette,Neuvillette
80597,32,Hauts-de-France,80,Somme,0,NIBAS,Nibas,Nibas
80598,32,Hauts-de-France,80,Somme,0,NOUVION,Nouvion,Nouvion
80599,32,Hauts-de-France,80,Somme,0,NOYELLES EN CHAUSSEE,Noyelles-en-Chaussée,Noyelles-en-Chaussée
80600,32,Hauts-de-France,80,Somme,0,NOYELLES SUR MER,Noyelles-sur-Mer,Noyelles-sur-Mer
80601,32,Hauts-de-France,80,Somme,0,NURLU,Nurlu,Nurlu
80602,32,Hauts-de-France,80,Somme,1,OCCOCHES,Occoches,Occoches
80603,32,Hauts-de-France,80,Somme,1,OCHANCOURT,Ochancourt,Ochancourt
80604,32,Hauts-de-France,80,Somme,1,OFFIGNIES,Offignies,Offignies
80605,32,Hauts-de-France,80,Somme,1,OFFOY,Offoy,Offoy
80606,32,Hauts-de-France,80,Somme,1,OISEMONT,Oisemont,Oisemont
80607,32,Hauts-de-France,80,Somme,1,OISSY,Oissy,Oissy
80609,32,Hauts-de-France,80,Somme,1,ONEUX,Oneux,Oneux
80611,32,Hauts-de-France,80,Somme,1,ORESMAUX,Oresmaux,Oresmaux
80613,32,Hauts-de-France,80,Somme,1,OUST MAREST,Oust-Marest,Oust-Marest
80614,32,Hauts-de-France,80,Somme,1,OUTREBOIS,Outrebois,Outrebois
80615,32,Hauts-de-France,80,Somme,1,OVILLERS LA BOISSELLE,Ovillers-la-Boisselle,Ovillers-la-Boisselle
80616,32,Hauts-de-France,80,Somme,0,PARGNY,Pargny,Pargny
80617,32,Hauts-de-France,80,Somme,0,PARVILLERS LE QUESNOY,Parvillers-le-Quesnoy,Parvillers-le-Quesnoy
80618,32,Hauts-de-France,80,Somme,0,PENDE,Pendé,Pendé
80619,32,Hauts-de-France,80,Somme,0,PERNOIS,Pernois,Pernois
80620,32,Hauts-de-France,80,Somme,0,PERONNE,Péronne,Péronne
80621,32,Hauts-de-France,80,Somme,1,HYPERCOURT,Hypercourt,Hypercourt
80622,32,Hauts-de-France,80,Somme,0,PICQUIGNY,Picquigny,Picquigny
80623,32,Hauts-de-France,80,Somme,0,PIENNES ONVILLERS,Piennes-Onvillers,Piennes-Onvillers
80624,32,Hauts-de-France,80,Somme,0,PIERREGOT,Pierregot,Pierregot
80625,32,Hauts-de-France,80,Somme,0,TROIS RIVIERES,Trois-Rivières,Trois-Rivières
80626,32,Hauts-de-France,80,Somme,0,PISSY,Pissy,Pissy
80627,32,Hauts-de-France,80,Somme,0,PLACHY BUYON,Plachy-Buyon,Plachy-Buyon
80628,32,Hauts-de-France,80,Somme,2,PLESSIER ROZAINVILLERS,Plessier-Rozainvillers,Le Plessier-Rozainvillers
80629,32,Hauts-de-France,80,Somme,0,POEUILLY,Pœuilly,Pœuilly
80630,32,Hauts-de-France,80,Somme,0,POIX DE PICARDIE,Poix-de-Picardie,Poix-de-Picardie
80631,32,Hauts-de-France,80,Somme,0,PONCHES ESTRUVAL,Ponches-Estruval,Ponches-Estruval
80632,32,Hauts-de-France,80,Somme,0,PONT DE METZ,Pont-de-Metz,Pont-de-Metz
80633,32,Hauts-de-France,80,Somme,0,PONTHOILE,Ponthoile,Ponthoile
80634,32,Hauts-de-France,80,Somme,0,PONT NOYELLES,Pont-Noyelles,Pont-Noyelles
80635,32,Hauts-de-France,80,Somme,0,PONT REMY,Pont-Remy,Pont-Remy
80637,32,Hauts-de-France,80,Somme,0,PORT LE GRAND,Port-le-Grand,Port-le-Grand
80638,32,Hauts-de-France,80,Somme,0,POTTE,Potte,Potte
80639,32,Hauts-de-France,80,Somme,0,POULAINVILLE,Poulainville,Poulainville
80640,32,Hauts-de-France,80,Somme,0,POZIERES,Pozières,Pozières
80642,32,Hauts-de-France,80,Somme,0,PROUVILLE,Prouville,Prouville
80643,32,Hauts-de-France,80,Somme,0,PROUZEL,Prouzel,Prouzel
80644,32,Hauts-de-France,80,Somme,0,PROYART,Proyart,Proyart
80645,32,Hauts-de-France,80,Somme,0,PUCHEVILLERS,Puchevillers,Puchevillers
80646,32,Hauts-de-France,80,Somme,0,PUNCHY,Punchy,Punchy
80647,32,Hauts-de-France,80,Somme,0,PUZEAUX,Puzeaux,Puzeaux
80648,32,Hauts-de-France,80,Somme,0,PYS,Pys,Pys
80649,32,Hauts-de-France,80,Somme,0,QUEND,Quend,Quend
80650,32,Hauts-de-France,80,Somme,0,QUERRIEU,Querrieu,Querrieu
80651,32,Hauts-de-France,80,Somme,2,QUESNE,Quesne,Le Quesne
80652,32,Hauts-de-France,80,Somme,2,QUESNEL,Quesnel,Le Quesnel
80654,32,Hauts-de-France,80,Somme,0,QUESNOY LE MONTANT,Quesnoy-le-Montant,Quesnoy-le-Montant
80655,32,Hauts-de-France,80,Somme,0,QUESNOY SUR AIRAINES,Quesnoy-sur-Airaines,Quesnoy-sur-Airaines
80656,32,Hauts-de-France,80,Somme,0,QUEVAUVILLERS,Quevauvillers,Quevauvillers
80657,32,Hauts-de-France,80,Somme,0,QUIRY LE SEC,Quiry-le-Sec,Quiry-le-Sec
80658,32,Hauts-de-France,80,Somme,0,QUIVIERES,Quivières,Quivières
80659,32,Hauts-de-France,80,Somme,0,RAINCHEVAL,Raincheval,Raincheval
80661,32,Hauts-de-France,80,Somme,0,RAINNEVILLE,Rainneville,Rainneville
80662,32,Hauts-de-France,80,Somme,0,RAMBURELLES,Ramburelles,Ramburelles
80663,32,Hauts-de-France,80,Somme,0,RAMBURES,Rambures,Rambures
80664,32,Hauts-de-France,80,Somme,0,RANCOURT,Rancourt,Rancourt
80665,32,Hauts-de-France,80,Somme,0,REGNIERE ECLUSE,Regnière-Écluse,Regnière-Écluse
80666,32,Hauts-de-France,80,Somme,0,REMAISNIL,Remaisnil,Remaisnil
80667,32,Hauts-de-France,80,Somme,0,REMAUGIES,Remaugies,Remaugies
80668,32,Hauts-de-France,80,Somme,0,REMIENCOURT,Remiencourt,Remiencourt
80669,32,Hauts-de-France,80,Somme,0,RETHONVILLERS,Rethonvillers,Rethonvillers
80670,32,Hauts-de-France,80,Somme,0,REVELLES,Revelles,Revelles
80671,32,Hauts-de-France,80,Somme,0,RIBEAUCOURT,Ribeaucourt,Ribeaucourt
80672,32,Hauts-de-France,80,Somme,0,RIBEMONT SUR ANCRE,Ribemont-sur-Ancre,Ribemont-sur-Ancre
80673,32,Hauts-de-France,80,Somme,0,RIENCOURT,Riencourt,Riencourt
80674,32,Hauts-de-France,80,Somme,0,RIVERY,Rivery,Rivery
80675,32,Hauts-de-France,80,Somme,0,ROGY,Rogy,Rogy
80676,32,Hauts-de-France,80,Somme,0,ROIGLISE,Roiglise,Roiglise
80677,32,Hauts-de-France,80,Somme,0,ROISEL,Roisel,Roisel
80678,32,Hauts-de-France,80,Somme,0,ROLLOT,Rollot,Rollot
80679,32,Hauts-de-France,80,Somme,0,RONSSOY,Ronssoy,Ronssoy
80680,32,Hauts-de-France,80,Somme,0,ROSIERES EN SANTERRE,Rosières-en-Santerre,Rosières-en-Santerre
80681,32,Hauts-de-France,80,Somme,0,ROUVREL,Rouvrel,Rouvrel
80682,32,Hauts-de-France,80,Somme,0,ROUVROY EN SANTERRE,Rouvroy-en-Santerre,Rouvroy-en-Santerre
80683,32,Hauts-de-France,80,Somme,0,ROUY LE GRAND,Rouy-le-Grand,Rouy-le-Grand
80684,32,Hauts-de-France,80,Somme,0,ROUY LE PETIT,Rouy-le-Petit,Rouy-le-Petit
80685,32,Hauts-de-France,80,Somme,0,ROYE,Roye,Roye
80686,32,Hauts-de-France,80,Somme,0,RUBEMPRE,Rubempré,Rubempré
80687,32,Hauts-de-France,80,Somme,0,RUBESCOURT,Rubescourt,Rubescourt
80688,32,Hauts-de-France,80,Somme,0,RUE,Rue,Rue
80690,32,Hauts-de-France,80,Somme,0,RUMIGNY,Rumigny,Rumigny
80691,32,Hauts-de-France,80,Somme,0,SAIGNEVILLE,Saigneville,Saigneville
80692,32,Hauts-de-France,80,Somme,0,SAILLY FLIBEAUCOURT,Sailly-Flibeaucourt,Sailly-Flibeaucourt
80693,32,Hauts-de-France,80,Somme,0,SAILLY LAURETTE,Sailly-Laurette,Sailly-Laurette
80694,32,Hauts-de-France,80,Somme,0,SAILLY LE SEC,Sailly-le-Sec,Sailly-le-Sec
80695,32,Hauts-de-France,80,Somme,0,SAILLY SAILLISEL,Sailly-Saillisel,Sailly-Saillisel
80696,32,Hauts-de-France,80,Somme,0,SAINS EN AMIENOIS,Sains-en-Amiénois,Sains-en-Amiénois
80697,32,Hauts-de-France,80,Somme,0,SAINT ACHEUL,Saint-Acheul,Saint-Acheul
80698,32,Hauts-de-France,80,Somme,0,SAINT AUBIN MONTENOY,Saint-Aubin-Montenoy,Saint-Aubin-Montenoy
80699,32,Hauts-de-France,80,Somme,0,SAINT AUBIN RIVIERE,Saint-Aubin-Rivière,Saint-Aubin-Rivière
80700,32,Hauts-de-France,80,Somme,0,SAINT BLIMONT,Saint-Blimont,Saint-Blimont
80701,32,Hauts-de-France,80,Somme,0,SAINT CHRIST BRIOST,Saint-Christ-Briost,Saint-Christ-Briost
80702,32,Hauts-de-France,80,Somme,0,SAINT FUSCIEN,Saint-Fuscien,Saint-Fuscien
80703,32,Hauts-de-France,80,Somme,0,SAINT GERMAIN SUR BRESLE,Saint-Germain-sur-Bresle,Saint-Germain-sur-Bresle
80704,32,Hauts-de-France,80,Somme,0,SAINT GRATIEN,Saint-Gratien,Saint-Gratien
80705,32,Hauts-de-France,80,Somme,0,SAINT LEGER LES AUTHIE,Saint-Léger-lès-Authie,Saint-Léger-lès-Authie
80706,32,Hauts-de-France,80,Somme,0,SAINT LEGER LES DOMART,Saint-Léger-lès-Domart,Saint-Léger-lès-Domart
80707,32,Hauts-de-France,80,Somme,0,SAINT LEGER SUR BRESLE,Saint-Léger-sur-Bresle,Saint-Léger-sur-Bresle
80708,32,Hauts-de-France,80,Somme,0,SAINT MARD,Saint-Mard,Saint-Mard
80709,32,Hauts-de-France,80,Somme,0,SAINT MAULVIS,Saint-Maulvis,Saint-Maulvis
80710,32,Hauts-de-France,80,Somme,0,SAINT MAXENT,Saint-Maxent,Saint-Maxent
80711,32,Hauts-de-France,80,Somme,0,SAINT OUEN,Saint-Ouen,Saint-Ouen
80713,32,Hauts-de-France,80,Somme,0,SAINT QUENTIN EN TOURMONT,Saint-Quentin-en-Tourmont,Saint-Quentin-en-Tourmont
80714,32,Hauts-de-France,80,Somme,0,SAINT QUENTIN LA MOTTE CROIX AU BAILLY,Saint-Quentin-la-Motte-Croix-au-Bailly,Saint-Quentin-la-Motte-Croix-au-Bailly
80716,32,Hauts-de-France,80,Somme,0,SAINT RIQUIER,Saint-Riquier,Saint-Riquier
80717,32,Hauts-de-France,80,Somme,0,SAINT SAUFLIEU,Saint-Sauflieu,Saint-Sauflieu
80718,32,Hauts-de-France,80,Somme,0,SAINT SAUVEUR,Saint-Sauveur,Saint-Sauveur
80719,32,Hauts-de-France,80,Somme,0,SAINTE SEGREE,Sainte-Segrée,Sainte-Segrée
80721,32,Hauts-de-France,80,Somme,0,SAINT VALERY SUR SOMME,Saint-Valery-sur-Somme,Saint-Valery-sur-Somme
80722,32,Hauts-de-France,80,Somme,0,SAINT VAAST EN CHAUSSEE,Saint-Vaast-en-Chaussée,Saint-Vaast-en-Chaussée
80723,32,Hauts-de-France,80,Somme,0,SAISSEVAL,Saisseval,Saisseval
80724,32,Hauts-de-France,80,Somme,0,SALEUX,Saleux,Saleux
80725,32,Hauts-de-France,80,Somme,0,SALOUEL,Salouël,Salouël
80726,32,Hauts-de-France,80,Somme,0,SANCOURT,Sancourt,Sancourt
80728,32,Hauts-de-France,80,Somme,0,SAULCHOY SOUS POIX,Saulchoy-sous-Poix,Saulchoy-sous-Poix
80729,32,Hauts-de-France,80,Somme,0,SAUVILLERS MONGIVAL,Sauvillers-Mongival,Sauvillers-Mongival
80730,32,Hauts-de-France,80,Somme,0,SAVEUSE,Saveuse,Saveuse
80732,32,Hauts-de-France,80,Somme,0,SENARPONT,Senarpont,Senarpont
80733,32,Hauts-de-France,80,Somme,0,SENLIS LE SEC,Senlis-le-Sec,Senlis-le-Sec
80734,32,Hauts-de-France,80,Somme,0,SENTELIE,Sentelie,Sentelie
80735,32,Hauts-de-France,80,Somme,0,SEUX,Seux,Seux
80736,32,Hauts-de-France,80,Somme,0,SOREL EN VIMEU,Sorel-en-Vimeu,Sorel-en-Vimeu
80737,32,Hauts-de-France,80,Somme,0,SOREL,Sorel,Sorel
80738,32,Hauts-de-France,80,Somme,0,SOUES,Soues,Soues
80740,32,Hauts-de-France,80,Somme,0,SOURDON,Sourdon,Sourdon
80741,32,Hauts-de-France,80,Somme,0,SOYECOURT,Soyécourt,Soyécourt
80742,32,Hauts-de-France,80,Somme,0,SURCAMPS,Surcamps,Surcamps
80743,32,Hauts-de-France,80,Somme,0,SUZANNE,Suzanne,Suzanne
80744,32,Hauts-de-France,80,Somme,0,TAILLY,Tailly,Tailly
80746,32,Hauts-de-France,80,Somme,0,TALMAS,Talmas,Talmas
80747,32,Hauts-de-France,80,Somme,0,TEMPLEUX LA FOSSE,Templeux-la-Fosse,Templeux-la-Fosse
80748,32,Hauts-de-France,80,Somme,0,TEMPLEUX LE GUERARD,Templeux-le-Guérard,Templeux-le-Guérard
80749,32,Hauts-de-France,80,Somme,0,TERRAMESNIL,Terramesnil,Terramesnil
80750,32,Hauts-de-France,80,Somme,0,TERTRY,Tertry,Tertry
80751,32,Hauts-de-France,80,Somme,0,THENNES,Thennes,Thennes
80752,32,Hauts-de-France,80,Somme,0,THEZY GLIMONT,Thézy-Glimont,Thézy-Glimont
