code_insee,pop,nom,nom_court,nom_tres_court
62341,476,Foncquevillers,Foncquevillers,Foncquevillers
62345,126,Fontaine-l'Étalon,Fontaine-l'É.,Fontaine
62342,87,Fontaine-lès-Boulans,Fontaine-lès-B.,Fontaine
62343,286,Fontaine-lès-Croisilles,Fontaine-lès-C.,Fontaine
62344,110,Fontaine-lès-Hermans,Fontaine-lès-H.,Fontaine
62346,221,Fortel-en-Artois,Fortel-en-A.,Fortel
62347,140,Fosseux,Fosseux,Fosseux
62348,127,Foufflin-Ricametz,Foufflin-R.,Foufflin
62349,1252,Fouquereuil,Fouquereuil,Fouquereuil
62350,1118,Fouquières-lès-Béthune,Fouquières-lès-B.,Fouquières
62351,6587,Fouquières-lès-Lens,Fouquières-lès-L.,Fouquières
62352,111,Framecourt,Framecourt,Framecourt
62353,290,Frémicourt,Frémicourt,Frémicourt
62354,796,Frencq,Frencq,Frencq
62355,502,Fresnes-lès-Montauban,Fresnes-lès-M.,Fresnes
62356,839,Fresnicourt-le-Dolmen,Fresnicourt-le-D.,Fresnicourt
62357,75,Fresnoy,Fresnoy,Fresnoy
62358,262,Fresnoy-en-Gohelle,Fresnoy-en-G.,Fresnoy
62359,554,Fressin,Fressin,Fressin
62360,1154,Fréthun,Fréthun,Fréthun
62361,3875,Frévent,Frévent,Frévent
62362,249,Frévillers,Frévillers,Frévillers
62363,407,Frévin-Capelle,Frévin-C.,Frévin
62364,2871,Fruges,Fruges,Fruges
62365,182,Galametz,Galametz,Galametz
62366,351,Gauchin-Légal,Gauchin-L.,Gauchin
62367,911,Gauchin-Verloingt,Gauchin-V.,Gauchin
62368,183,Gaudiempré,Gaudiempré,Gaudiempré
62369,579,Gavrelle,Gavrelle,Gavrelle
62370,133,Gennes-Ivergny,Gennes-I.,Gennes
62371,2098,Givenchy-en-Gohelle,Givenchy-en-G.,Givenchy
62372,142,Givenchy-le-Noble,Givenchy-le-N.,Givenchy
62373,928,Givenchy-lès-la-Bassée,Givenchy-lès-la-B.,Givenchy
62374,158,Gomiécourt,Gomiécourt,Gomiécourt
62375,115,Gommecourt,Gommecourt,Gommecourt
62376,2408,Gonnehem,Gonnehem,Gonnehem
62377,1054,Gosnay,Gosnay,Gosnay
62378,190,Gouves,Gouves,Gouves
62379,351,Gouy-en-Artois,Gouy-en-A.,Gouy
62381,173,Gouy-en-Ternois,Gouy-en-T.,Gouy
62382,644,Gouy-Saint-André,Gouy-St-A.,Gouy
62380,332,Gouy-Servins,Gouy-S.,Gouy
62383,1248,Gouy-sous-Bellonne,Gouy-sous-B.,Gouy
62384,652,Graincourt-lès-Havrincourt,Graincourt-lès-H.,Graincourt
62385,400,Grand-Rullecourt,Grand-Rullecourt,Grand-Rullecourt
62386,6766,Grenay,Grenay,Grenay
62387,382,Grévillers,Grévillers,Grévillers
62388,305,Grigny,Grigny,Grigny
62389,42,Grincourt-lès-Pas,Grincourt-lès-P.,Grincourt
62390,1513,Groffliers,Groffliers,Groffliers
62391,1427,Guarbecque,Guarbecque,Guarbecque
62392,368,Guémappe,Guémappe,Guémappe
62393,974,Guemps,Guemps,Guemps
62395,170,Guigny,Guigny,Guigny
62396,19,Guinecourt,Guinecourt,Guinecourt
62397,5709,Guînes,Guînes,Guînes
62398,299,Guisy,Guisy,Guisy
62399,688,Habarcq,Habarcq,Habarcq
62400,4953,Haillicourt,Haillicourt,Haillicourt
62401,4511,Haisnes,Haisnes,Haisnes
62402,313,Halinghen,Halinghen,Halinghen
62403,1328,Hallines,Hallines,Hallines
62404,240,Halloy,Halloy,Halloy
62407,1014,Ham-en-Artois,Ham-en-A.,Ham
62405,501,Hamblain-les-Prés,Hamblain-les-P.,Hamblain
62406,265,Hamelincourt,Hamelincourt,Hamelincourt
62408,1451,Hames-Boucres,Hames-B.,Hames
62409,193,Hannescamps,Hannescamps,Hannescamps
62410,195,Haplincourt,Haplincourt,Haplincourt
62411,49,Haravesnes,Haravesnes,Haravesnes
62412,1139,Hardinghen,Hardinghen,Hardinghen
62413,12451,Harnes,Harnes,Harnes
62414,262,Haucourt,Haucourt,Haucourt
62419,160,Haut-Loquin,Haut-Loquin,Haut-Loquin
62415,418,Haute-Avesnes,Haute-Avesnes,Haute-Avesnes
62416,224,Hautecloque,Hautecloque,Hautecloque
62418,321,Hauteville,Hauteville,Hauteville
62421,394,Havrincourt,Havrincourt,Havrincourt
62422,543,Hébuterne,Hébuterne,Hébuterne
62423,1727,Helfaut,Helfaut,Helfaut
62424,327,Hendecourt-lès-Cagnicourt,Hendecourt-lès-C.,Hendecourt
62425,120,Hendecourt-lès-Ransart,Hendecourt-lès-R.,Hendecourt
62427,26728,Hénin-Beaumont,Hénin-B.,Hénin
62428,502,Hénin-sur-Cojeul,Hénin-sur-C.,Hénin
62426,210,Héninel,Héninel,Héninel
62429,313,Henneveux,Henneveux,Henneveux
62430,165,Hénu,Hénu,Hénu
62431,509,Herbelles,Herbelles,Herbelles
62432,387,Herbinghen,Herbinghen,Herbinghen
62433,107,Héricourt,Héricourt,Héricourt
62434,159,La Herlière,La Herlière,La Herlière
62436,184,Herlin-le-Sec,Herlin-le-S.,Herlin
62435,117,Herlincourt,Herlincourt,Herlincourt
62437,326,Herly,Herly,Herly
62438,558,Hermaville,Hermaville,Hermaville
62439,348,Hermelinghen,Hermelinghen,Hermelinghen
62440,1192,Hermies,Hermies,Hermies
62441,212,Hermin,Hermin,Hermin
62442,504,Hernicourt,Hernicourt,Hernicourt
62443,6279,Hersin-Coupigny,Hersin-C.,Hersin
62444,237,Hervelinghen,Hervelinghen,Hervelinghen
62445,824,Hesdigneul-lès-Béthune,Hesdigneul-lès-B.,Hesdigneul
62446,747,Hesdigneul-lès-Boulogne,Hesdigneul-lès-B.,Hesdigneul
62447,2334,Hesdin,Hesdin,Hesdin
62448,1925,Hesdin-l'Abbé,Hesdin-l'A.,Hesdin
62449,184,Hesmond,Hesmond,Hesmond
62450,247,Hestrus,Hestrus,Hestrus
62451,577,Heuchin,Heuchin,Heuchin
62452,1353,Heuringhem,Heuringhem,Heuringhem
62453,116,Hézecques,Hézecques,Hézecques
62454,2283,Hinges,Hinges,Hinges
62455,110,Hocquinghen,Hocquinghen,Hocquinghen
62456,721,Houchin,Houchin,Houchin
62457,7708,Houdain,Houdain,Houdain
62458,998,Houlle,Houlle,Houlle
62459,240,Houvin-Houvigneul,Houvin-H.,Houvin
62460,256,Hubersent,Hubersent,Hubersent
62461,952,Huby-Saint-Leu,Huby-St-L.,Huby
62462,117,Huclier,Huclier,Huclier
62463,579,Hucqueliers,Hucqueliers,Hucqueliers
62464,3121,Hulluch,Hulluch,Hulluch
62465,235,Humbercamps,Humbercamps,Humbercamps
62466,243,Humbert,Humbert,Humbert
62467,148,Humeroeuille,Humeroeuille,Humeroeuille
62468,220,Humières,Humières,Humières
62469,619,Inchy-en-Artois,Inchy-en-A.,Inchy
62470,69,Incourt,Incourt,Incourt
62471,360,Inghem,Inghem,Inghem
62472,174,Inxent,Inxent,Inxent
62473,9397,Isbergues,Isbergues,Isbergues
62474,1188,Isques,Isques,Isques
62475,268,Ivergny,Ivergny,Ivergny
62476,933,Izel-lès-Équerchin,Izel-lès-É.,Izel
62477,714,Izel-lès-Hameau,Izel-lès-H.,Izel
62478,279,Journy,Journy,Journy
62479,1717,Labeuvrière,Labeuvrière,Labeuvrière
62480,2329,Labourse,Labourse,Labourse
62481,182,Labroye,Labroye,Labroye
62483,245,Lacres,Lacres,Lacres
62484,349,Lagnicourt-Marcel,Lagnicourt-M.,Lagnicourt
62485,351,Laires,Laires,Laires
62486,1079,Lambres,Lambres,Lambres
62487,1217,Landrethun-le-Nord,Landrethun-le-N.,Landrethun
62488,709,Landrethun-lès-Ardres,Landrethun-lès-A.,Landrethun
62489,3319,Lapugnoy,Lapugnoy,Lapugnoy
62490,251,Lattre-Saint-Quentin,Lattre-St-Q.,Lattre
62491,4936,Laventie,Laventie,Laventie
62492,259,Lebiez,Lebiez,Lebiez
62493,254,Lebucquière,Lebucquière,Lebucquière
62494,63,Léchelle,Léchelle,Léchelle
62495,316,Ledinghem,Ledinghem,Ledinghem
62496,272,Lefaux,Lefaux,Lefaux
62497,7198,Leforest,Leforest,Leforest
62498,35748,Lens,Lens,Lens
62499,294,Lépine,Lépine,Lépine
62500,424,Lespesses,Lespesses,Lespesses
62501,221,Lespinoy,Lespinoy,Lespinoy
62502,4331,Lestrem,Lestrem,Lestrem
62503,333,Leubringhen,Leubringhen,Leubringhen
62504,241,Leulinghem,Leulinghem,Leulinghem
62505,418,Leulinghen-Bernes,Leulinghen-B.,Leulinghen
62907,8631,Libercourt,Libercourt,Libercourt
62506,1596,Licques,Licques,Licques
62507,278,Liencourt,Liencourt,Liencourt
62508,377,Lières,Lières,Lières
62509,297,Liettres,Liettres,Liettres
62510,32328,Liévin,Liévin,Liévin
62511,153,Lignereuil,Lignereuil,Lignereuil
62512,629,Ligny-lès-Aire,Ligny-lès-A.,Ligny
62514,250,Ligny-Saint-Flochel,Ligny-St-F.,Ligny
62513,200,Ligny-sur-Canche,Ligny-sur-C.,Ligny
62515,590,Ligny-Thilloy,Ligny-T.,Ligny
62516,10189,Lillers,Lillers,Lillers
62517,215,Linghem,Linghem,Linghem
62518,170,Linzeux,Linzeux,Linzeux
62519,578,Lisbourg,Lisbourg,Lisbourg
62520,2366,Locon,Locon,Locon
62521,197,La Loge,La Loge,La Loge
62523,5346,Loison-sous-Lens,Loison-sous-L.,Loison
62522,246,Loison-sur-Créquoise,Loison-sur-C.,Loison
62524,1427,Longfossé,Longfossé,Longfossé
62525,11576,Longuenesse,Longuenesse,Longuenesse
62526,132,Longueville,Longueville,Longueville
62527,256,Longvilliers,Longvilliers,Longvilliers
62528,6892,Loos-en-Gohelle,Loos-en-G.,Loos
62529,1638,Lorgies,Lorgies,Lorgies
62530,537,Lottinghen,Lottinghen,Lottinghen
62531,942,Louches,Louches,Louches
62532,1238,Lozinghem,Lozinghem,Lozinghem
62533,146,Lugy,Lugy,Lugy
62534,3880,Lumbres,Lumbres,Lumbres
62535,184,La Madelaine-sous-Montreuil,La Madelaine-sous-M.,La Madelaine
62536,634,Magnicourt-en-Comte,Magnicourt-en-C.,Magnicourt
62537,112,Magnicourt-sur-Canche,Magnicourt-sur-C.,Magnicourt
62538,393,Maintenay,Maintenay,Maintenay
62539,257,Maisnil,Maisnil,Maisnil
62540,1507,Maisnil-lès-Ruitz,Maisnil-lès-R.,Maisnil
62541,123,Maisoncelle,Maisoncelle,Maisoncelle
62542,170,Maizières,Maizières,Maizières
62543,2078,Mametz,Mametz,Mametz
62544,190,Manin,Manin,Manin
62545,149,Maninghem,Maninghem,Maninghem
62546,342,Maninghen-Henne,Maninghen-H.,Maninghen
62547,72,Marant,Marant,Marant
62548,9727,Marck,Marck,Marck
62549,1190,Marconne,Marconne,Marconne
62550,1228,Marconnelle,Marconnelle,Marconnelle
62551,223,Marenla,Marenla,Marenla
62552,908,Maresquel-Ecquemicourt,Maresquel-E.,Maresquel
62553,274,Marest,Marest,Marest
62554,86,Maresville,Maresville,Maresville
62555,5791,Marles-les-Mines,Marles-les-M.,Marles
62556,303,Marles-sur-Canche,Marles-sur-C.,Marles
62557,2620,Maroeuil,Maroeuil,Maroeuil
62558,170,Marquay,Marquay,Marquay
62559,982,Marquion,Marquion,Marquion
62560,5233,Marquise,Marquise,Marquise
62561,202,Martinpuich,Martinpuich,Martinpuich
62562,192,Matringhem,Matringhem,Matringhem
62563,7548,Mazingarbe,Mazingarbe,Mazingarbe
62564,452,Mazinghem,Mazinghem,Mazinghem
62565,75,Mencas,Mencas,Mencas
62566,727,Menneville,Menneville,Menneville
62567,609,Mentque-Nortbécourt,Mentque-N.,Mentque
62568,621,Mercatel,Mercatel,Mercatel
62569,602,Merck-Saint-Liévin,Merck-St-L.,Merck
62570,12057,Méricourt,Méricourt,Méricourt
62571,3174,Merlimont,Merlimont,Merlimont
62572,652,Metz-en-Couture,Metz-en-C.,Metz
62573,3789,Meurchin,Meurchin,Meurchin
62574,209,Mingoval,Mingoval,Mingoval
62576,139,Moncheaux-lès-Frévent,Moncheaux-lès-F.,Moncheaux
62577,87,Monchel-sur-Canche,Monchel-sur-C.,Monchel
62578,101,Monchiet,Monchiet,Monchiet
62579,520,Monchy-au-Bois,Monchy-au-B.,Monchy
62580,424,Monchy-Breton,Monchy-B.,Monchy
62581,298,Monchy-Cayeux,Monchy-C.,Monchy
62582,653,Monchy-le-Preux,Monchy-le-P.,Monchy
62583,646,Mondicourt,Mondicourt,Mondicourt
62584,1416,Mont-Bernanchon,Mont-B.,Mont
62589,1043,Mont-Saint-Éloi,Mont-St-É.,Mont
62585,384,Montcavrel,Montcavrel,Montcavrel
62586,452,Montenescourt,Montenescourt,Montenescourt
62587,10113,Montigny-en-Gohelle,Montigny-en-G.,Montigny
62588,2492,Montreuil,Montreuil,Montreuil
62590,54,Monts-en-Ternois,Monts-en-T.,Monts
62591,180,Morchies,Morchies,Morchies
62592,512,Moringhem,Moringhem,Moringhem
62593,97,Morval,Morval,Morval
62594,339,Mory,Mory,Mory
62595,1025,Moulle,Moulle,Moulle
62596,258,Mouriez,Mouriez,Mouriez
62597,296,Moyenneville,Moyenneville,Moyenneville
62598,693,Muncq-Nieurlet,Muncq-N.,Muncq
62599,172,Nabringhen,Nabringhen,Nabringhen
62600,167,Nédon,Nédon,Nédon
62601,243,Nédonchel,Nédonchel,Nédonchel
62602,186,Nempont-Saint-Firmin,Nempont-St-F.,Nempont
62603,973,Nesles,Nesles,Nesles
62604,3889,Neufchâtel-Hardelot,Neufchâtel-H.,Neufchâtel
62605,21,Neulette,Neulette,Neulette
62606,1376,Neuve-Chapelle,Neuve-Chapelle,Neuve-Chapelle
62607,84,Neuville-au-Cornet,Neuville-au-C.,Neuville
62608,170,Neuville-Bourjonval,Neuville-B.,Neuville
62609,1499,Neuville-Saint-Vaast,Neuville-St-V.,Neuville
62610,688,Neuville-sous-Montreuil,Neuville-sous-M.,Neuville
62611,502,Neuville-Vitasse,Neuville-V.,Neuville
62612,490,Neuvireuil,Neuvireuil,Neuvireuil
62614,530,Nielles-lès-Ardres,Nielles-lès-A.,Nielles
62613,900,Nielles-lès-Bléquin,Nielles-lès-B.,Nielles
62615,244,Nielles-lès-Calais,Nielles-lès-C.,Nielles
62616,176,Noeux-lès-Auxi,Noeux-lès-A.,Noeux
62617,12317,Noeux-les-Mines,Noeux-les-M.,Noeux
62618,967,Nordausques,Nordausques,Nordausques
62619,139,Noreuil,Noreuil,Noreuil
62620,1469,Norrent-Fontes,Norrent-F.,Norrent
62622,207,Nort-Leulinghem,Nort-L.,Nort
62621,1652,Nortkerque,Nortkerque,Nortkerque
62623,515,Nouvelle-Église,Nouvelle-É.,Nouvelle
62630,258,Noyelle-Vion,Noyelle-V.,Noyelle
62624,5169,Noyelles-Godault,Noyelles-G.,Noyelles
62625,61,Noyelles-lès-Humières,Noyelles-lès-H.,Noyelles
62626,2260,Noyelles-lès-Vermelles,Noyelles-lès-V.,Noyelles
62627,828,Noyelles-sous-Bellonne,Noyelles-sous-B.,Noyelles
62628,6940,Noyelles-sous-Lens,Noyelles-sous-L.,Noyelles
62629,188,Noyellette,Noyellette,Noyellette
62631,409,Nuncq-Hautecôte,Nuncq-H.,Nuncq
62632,229,Oblinghem,Oblinghem,Oblinghem
62633,261,OEuf-en-Ternois,OEuf-en-T.,OEuf
62634,1128,Offekerque,Offekerque,Offekerque
62635,214,Offin,Offin,Offin
62636,273,Offrethun,Offrethun,Offrethun
62637,9934,Oignies,Oignies,Oignies
62638,1282,Oisy-le-Verger,Oisy-le-V.,Oisy
62639,374,Oppy,Oppy,Oppy
62640,399,Orville,Orville,Orville
62641,278,Ostreville,Ostreville,Ostreville
62642,780,Ourton,Ourton,Ourton
62643,14717,Outreau,Outreau,Outreau
62644,541,Ouve-Wirquin,Ouve-W.,Ouve
62645,5537,Oye-Plage,Oye-P.,Oye
62646,573,Palluel,Palluel,Palluel
62647,810,Le Parcq,Le Parcq,Le Parcq
62648,491,Parenty,Parenty,Parenty
62649,823,Pas-en-Artois,Pas-en-A.,Pas
62650,717,Pelves,Pelves,Pelves
62651,433,Penin,Penin,Penin
62652,1642,Pernes,Pernes,Pernes
62653,486,Pernes-lès-Boulogne,Pernes-lès-B.,Pernes
62654,711,Peuplingues,Peuplingues,Peuplingues
62655,275,Pierremont,Pierremont,Pierremont
62656,1007,Pihem,Pihem,Pihem
62657,485,Pihen-lès-Guînes,Pihen-lès-G.,Pihen
62658,123,Pittefaux,Pittefaux,Pittefaux
62659,114,Planques,Planques,Planques
62660,466,Plouvain,Plouvain,Plouvain
62662,799,Polincove,Polincove,Polincove
62663,316,Pommera,Pommera,Pommera
62664,241,Pommier,Pommier,Pommier
62665,228,Le Ponchel,Le Ponchel,Le Ponchel
62666,3141,Pont-à-Vendin,Pont-à-V.,Pont
62667,9697,Le Portel,Le Portel,Le Portel
62668,197,Prédefin,Prédefin,Prédefin
62669,294,Pressy,Pressy,Pressy
62670,570,Preures,Preures,Preures
62671,328,Pronville,Pronville,Pronville
62672,671,Puisieux,Puisieux,Puisieux
62673,631,Quéant,Quéant,Quéant
62674,570,Quelmes,Quelmes,Quelmes
62675,287,Quercamps,Quercamps,Quercamps
62676,466,Quernes,Quernes,Quernes
62677,366,Le Quesnoy-en-Artois,Le Quesnoy-en-A.,Le Quesnoy
62678,608,Quesques,Quesques,Quesques
62679,342,Questrecques,Questrecques,Questrecques
62680,755,Quiéry-la-Motte,Quiéry-la-M.,Quiéry
62681,688,Quiestède,Quiestède,Quiestède
62682,60,Quilen,Quilen,Quilen
62683,257,Quoeux-Haut-Maînil,Quoeux-H.-M.,Quoeux
62684,2343,Racquinghem,Racquinghem,Racquinghem
62685,429,Radinghem,Radinghem,Radinghem
62686,326,Ramecourt,Ramecourt,Ramecourt
62688,4180,Rang-du-Fliers,Rang-du-F.,Rang
62689,396,Ransart,Ransart,Ransart
62690,220,Raye-sur-Authie,Raye-sur-A.,Raye
62691,460,Rebecques,Rebecques,Rebecques
62692,246,Rebergues,Rebergues,Rebergues
62693,1129,Rebreuve-Ranchicourt,Rebreuve-R.,Rebreuve
62694,222,Rebreuve-sur-Canche,Rebreuve-sur-C.,Rebreuve
62695,273,Rebreuviette,Rebreuviette,Rebreuviette
62696,188,Reclinghem,Reclinghem,Reclinghem
62697,239,Récourt,Récourt,Récourt
62698,275,Recques-sur-Course,Recques-sur-C.,Recques
62699,577,Recques-sur-Hem,Recques-sur-H.,Recques
62700,222,Regnauville,Regnauville,Regnauville
62701,458,Rely,Rely,Rely
62702,342,Remilly-Wirquin,Remilly-W.,Remilly
62703,288,Rémy,Rémy,Rémy
62704,587,Renty,Renty,Renty
62705,2090,Rety,Rety,Rety
62706,2480,Richebourg,Richebourg,Richebourg
62708,36,Riencourt-lès-Bapaume,Riencourt-lès-B.,Riencourt
62709,287,Riencourt-lès-Cagnicourt,Riencourt-lès-C.,Riencourt
62710,147,Rimboval,Rimboval,Rimboval
62711,2782,Rinxent,Rinxent,Rinxent
62712,1154,Rivière,Rivière,Rivière
62713,1307,Robecq,Robecq,Robecq
62714,807,Roclincourt,Roclincourt,Roclincourt
62715,292,Rocquigny,Rocquigny,Rocquigny
62716,546,Rodelinghem,Rodelinghem,Rodelinghem
62717,622,Roëllecourt,Roëllecourt,Roëllecourt
62718,1406,Roeux,Roeux,Roeux
62719,386,Rollancourt,Rollancourt,Rollancourt
62720,40,Rombly,Rombly,Rombly
62721,1910,Roquetoire,Roquetoire,Roquetoire
62722,92,Rougefay,Rougefay,Rougefay
62723,211,Roussent,Roussent,Roussent
62724,8851,Rouvroy,Rouvroy,Rouvroy
62725,124,Royon,Royon,Royon
62726,169,Ruisseauville,Ruisseauville,Ruisseauville
62727,1562,Ruitz,Ruitz,Ruitz
62728,713,Rumaucourt,Rumaucourt,Rumaucourt
62729,260,Rumilly,Rumilly,Rumilly
62730,1599,Ruminghem,Ruminghem,Ruminghem
62731,282,Ruyaulcourt,Ruyaulcourt,Ruyaulcourt
62732,310,Sachin,Sachin,Sachin
62733,290,Sailly-au-Bois,Sailly-au-B.,Sailly
62734,721,Sailly-en-Ostrevent,Sailly-en-O.,Sailly
62735,2142,Sailly-Labourse,Sailly-L.,Sailly
62736,4164,Sailly-sur-la-Lys,Sailly-sur-la-L.,Sailly
62737,6505,Sains-en-Gohelle,Sains-en-G.,Sains
62738,178,Sains-lès-Fressin,Sains-lès-F.,Sains
62739,341,Sains-lès-Marquion,Sains-lès-M.,Sains
62740,276,Sains-lès-Pernes,Sains-lès-P.,Sains
62741,150,Saint-Amand,St-Amand,St-Amand
62742,274,Saint-Aubin,St-Aubin,St-Aubin
62745,137,Saint-Denoeux,St-Denoeux,St-Denoeux
62746,5147,Saint-Étienne-au-Mont,St-Étienne-au-M.,St-Étienne
62747,532,Saint-Floris,St-Floris,St-Floris
62748,2247,Saint-Folquin,St-Folquin,St-Folquin
62749,315,Saint-Georges,St-Georges,St-Georges
62750,848,Saint-Hilaire-Cottes,St-Hilaire-C.,St-Hilaire
62751,744,Saint-Inglevert,St-Inglevert,St-Inglevert
62752,1224,Saint-Josse,St-Josse,St-Josse
62753,6137,Saint-Laurent-Blangy,St-Laurent-B.,St-Laurent
62754,415,Saint-Léger,St-Léger,St-Léger
62755,3639,Saint-Léonard,St-Léonard,St-Léonard
62757,3810,Saint-Martin-au-Laërt,St-Martin-au-L.,St-Martin
62758,11469,Saint-Martin-Boulogne,St-Martin-B.,St-Martin
62759,481,Saint-Martin-Choquel,St-Martin-C.,St-Martin
62760,316,Saint-Martin-d'Hardinghem,St-Martin-d'H.,St-Martin
62761,214,Saint-Martin-sur-Cojeul,St-Martin-sur-C.,St-Martin
62762,127,Saint-Michel-sous-Bois,St-Michel-sous-B.,St-Michel
62763,956,Saint-Michel-sur-Ternoise,St-Michel-sur-T.,St-Michel
62764,4927,Saint-Nicolas,St-Nicolas,St-Nicolas
62765,15231,Saint-Omer,St-Omer,St-Omer
62766,1135,Saint-Omer-Capelle,St-Omer-C.,St-Omer
62767,5395,Saint-Pol-sur-Ternoise,St-Pol-sur-T.,St-Pol
62768,112,Saint-Rémy-au-Bois,St-Rémy-au-B.,St-Rémy
62769,696,Saint-Tricat,St-Tricat,St-Tricat
62770,3219,Saint-Venant,St-Venant,St-Venant
62743,423,Sainte-Austreberthe,Ste-Austreberthe,Ste-Austreberthe
62744,3491,Sainte-Catherine,Ste-Catherine,Ste-Catherine
62756,1553,Sainte-Marie-Kerque,Ste-Marie-K.,Ste-Marie
62771,10063,Sallaumines,Sallaumines,Sallaumines
62772,516,Salperwick,Salperwick,Salperwick
62773,3756,Samer,Samer,Samer
62774,4779,Sangatte,Sangatte,Sangatte
62775,276,Sanghen,Sanghen,Sanghen
62776,182,Sapignies,Sapignies,Sapignies
62777,164,Le Sars,Le Sars,Le Sars
62778,66,Sars-le-Bois,Sars-le-B.,Sars
62779,176,Sarton,Sarton,Sarton
62780,396,Sauchy-Cauchy,Sauchy-C.,Sauchy
62781,465,Sauchy-Lestrée,Sauchy-L.,Sauchy
62782,446,Saudemont,Saudemont,Saudemont
62783,309,Saulchoy,Saulchoy,Saulchoy
62784,723,Saulty,Saulty,Saulty
62785,1071,Savy-Berlette,Savy-B.,Savy
62786,328,Selles,Selles,Selles
62787,301,Sempy,Sempy,Sempy
62788,683,Seninghem,Seninghem,Seninghem
62789,256,Senlecques,Senlecques,Senlecques
62790,186,Senlis,Senlis,Senlis
62791,56,Séricourt,Séricourt,Séricourt
62792,1189,Serques,Serques,Serques
62793,1074,Servins,Servins,Servins
62794,657,Setques,Setques,Setques
62795,97,Sibiville,Sibiville,Sibiville
62796,542,Simencourt,Simencourt,Simencourt
62797,260,Siracourt,Siracourt,Siracourt
62798,240,Sombrin,Sombrin,Sombrin
62799,664,Sorrus,Sorrus,Sorrus
62800,364,Souastre,Souastre,Souastre
62801,2555,Souchez,Souchez,Souchez
62802,182,Le Souich,Le Souich,Le Souich
62803,504,Surques,Surques,Surques
62804,353,Sus-Saint-Léger,Sus-St-L.,Sus
62805,235,Tangry,Tangry,Tangry
62806,165,Tardinghen,Tardinghen,Tardinghen
62807,1812,Tatinghem,Tatinghem,Tatinghem
62808,288,Teneur,Teneur,Teneur
62809,136,Ternas,Ternas,Ternas
62810,1234,Thélus,Thélus,Thélus
62811,1101,Thérouanne,Thérouanne,Thérouanne
62812,766,Thiembronne,Thiembronne,Thiembronne
62813,462,La Thieuloye,La Thieuloye,La Thieuloye
62814,122,Thièvres,Thièvres,Thièvres
62815,158,Tigny-Noyelle,Tigny-N.,Tigny
62816,239,Tilloy-lès-Hermaville,Tilloy-lès-H.,Tilloy
62817,1514,Tilloy-lès-Mofflaines,Tilloy-lès-M.,Tilloy
62818,162,Tilly-Capelle,Tilly-C.,Tilly
62819,1142,Tilques,Tilques,Tilques
62820,885,Tincques,Tincques,Tincques
62821,332,Tingry,Tingry,Tingry
62822,94,Tollent,Tollent,Tollent
62823,164,Torcy,Torcy,Torcy
62824,255,Tortefontaine,Tortefontaine,Tortefontaine
62825,720,Tortequesne,Tortequesne,Tortequesne
62826,4855,Le Touquet-Paris-Plage,Le Touquet-P.-P.,Le Touquet
62827,1432,Tournehem-sur-la-Hem,Tournehem-sur-la-H.,Tournehem
62828,57,Tramecourt,Tramecourt,Tramecourt
62829,446,Le Transloy,Le Transloy,Le Transloy
62830,199,Trescault,Trescault,Trescault
62831,301,Troisvaux,Troisvaux,Troisvaux
62832,511,Tubersent,Tubersent,Tubersent
62833,80,Vacquerie-le-Boucq,Vacquerie-le-B.,Vacquerie
62834,251,Vacqueriette-Erquières,Vacqueriette-E.,Vacqueriette
62835,585,Valhuon,Valhuon,Valhuon
62836,927,Vaudricourt,Vaudricourt,Vaudricourt
62837,488,Vaudringhem,Vaudringhem,Vaudringhem
62838,84,Vaulx,Vaulx,Vaulx
62839,1080,Vaulx-Vraucourt,Vaulx-V.,Vaulx
62840,126,Vélu,Vélu,Vélu
62842,7725,Vendin-le-Vieil,Vendin-le-V.,Vendin
62841,2414,Vendin-lès-Béthune,Vendin-lès-B.,Vendin
62843,233,Verchin,Verchin,Verchin
62844,624,Verchocq,Verchocq,Verchocq
62845,385,Verlincthun,Verlincthun,Verlincthun
62846,4484,Vermelles,Vermelles,Vermelles
62847,2063,Verquigneul,Verquigneul,Verquigneul
62848,3363,Verquin,Verquin,Verquin
62849,2352,Verton,Verton,Verton
62850,389,Vieil-Hesdin,Vieil-H.,Vieil
62853,393,Vieil-Moutier,Vieil-M.,Vieil
62851,773,Vieille-Chapelle,Vieille-Chapelle,Vieille-Chapelle
62852,1380,Vieille-Église,Vieille-Église,Vieille-Église
62854,544,Villers-au-Bois,Villers-au-B.,Villers
62855,226,Villers-au-Flos,Villers-au-F.,Villers
62856,318,Villers-Brûlin,Villers-B.,Villers
62857,122,Villers-Châtel,Villers-C.,Villers
62859,274,Villers-l'Hôpital,Villers-l'H.,Villers
62858,264,Villers-lès-Cagnicourt,Villers-lès-C.,Villers
62860,130,Villers-Sir-Simon,Villers-S.-S.,Villers
62861,4452,Vimy,Vimy,Vimy
62862,164,Vincly,Vincly,Vincly
62863,3775,Violaines,Violaines,Violaines
62864,669,Vis-en-Artois,Vis-en-A.,Vis
62865,4507,Vitry-en-Artois,Vitry-en-A.,Vitry
62866,436,Waben,Waben,Waben
62867,238,Wacquinghen,Wacquinghen,Wacquinghen
62868,278,Wail,Wail,Wail
62869,1060,Wailly,Wailly,Wailly
62870,1017,Wailly-Beaucamp,Wailly-B.,Wailly
62871,255,Wambercourt,Wambercourt,Wambercourt
62872,259,Wamin,Wamin,Wamin
62873,669,Wancourt,Wancourt,Wancourt
